tmdbID,voteCount,selectID
599,2322,1698
6466,2318,1699
365942,2317,1700
171274,2314,1701
9383,2310,1702
535581,2309,1703
9257,2304,1704
26466,2301,1705
115782,2300,1706
25376,2300,1707
8584,2299,1708
83899,2296,1709
11319,2295,1710
228970,2295,1711
10567,2293,1712
928,2293,1713
9352,2292,1714
18533,2292,1715
14560,2292,1716
1832,2289,1717
339877,2287,1718
10204,2286,1719
335796,2283,1720
24420,2281,1721
361292,2280,1722
5925,2276,1723
8265,2275,1724
4512,2273,1725
38167,2272,1726
11005,2271,1727
9360,2271,1728
463272,2266,1729
2292,2264,1730
88794,2262,1731
9408,2260,1732
10316,2260,1733
23048,2259,1734
77987,2259,1735
41436,2259,1736
49797,2257,1737
282984,2256,1738
23047,2254,1739
522162,2254,1740
888,2253,1741
11545,2253,1742
1645,2252,1743
9003,2247,1744
9387,2246,1745
416477,2245,1746
2757,2244,1747
451915,2241,1748
568091,2236,1749
292431,2236,1750
72387,2234,1751
9947,2231,1752
480414,2226,1753
10996,2226,1754
8914,2223,1755
2330,2220,1756
8390,2220,1757
16690,2217,1758
5528,2217,1759
1281,2216,1760
134411,2216,1761
38745,2212,1762
7552,2211,1763
325348,2211,1764
43923,2205,1765
984,2201,1766
433310,2195,1767
18501,2195,1768
376866,2194,1769
553,2194,1770
112949,2193,1771
82703,2193,1772
10665,2193,1773
10358,2189,1774
985,2187,1775
531428,2187,1776
290512,2186,1777
8374,2185,1778
476299,2185,1779
9482,2184,1780
63492,2184,1781
8470,2180,1782
9894,2179,1783
9574,2179,1784
10494,2175,1785
10331,2173,1786
228165,2172,1787
301351,2171,1788
9645,2170,1789
167,2168,1790
418078,2167,1791
13597,2164,1792
19898,2160,1793
8328,2160,1794
9007,2159,1795
12556,2158,1796
132344,2158,1797
277217,2158,1798
332210,2156,1799
1429,2156,1800
20453,2154,1801
13363,2150,1802
7347,2150,1803
96,2149,1804
8923,2148,1805
400710,2147,1806
5156,2146,1807
8456,2146,1808
87818,2146,1809
696,2145,1810
1607,2144,1811
96724,2144,1812
401469,2143,1813
379170,2143,1814
41216,2143,1815
80035,2140,1816
549053,2140,1817
3563,2135,1818
9494,2135,1819
2082,2135,1820
267193,2134,1821
9350,2134,1822
243688,2133,1823
814,2132,1824
8195,2131,1825
87492,2129,1826
6972,2127,1827
180299,2126,1828
9600,2125,1829
11459,2125,1830
257088,2125,1831
481084,2124,1832
428449,2124,1833
858,2123,1834
11451,2121,1835
11199,2116,1836
12159,2114,1837
9384,2113,1838
465136,2112,1839
522,2112,1840
42188,2111,1841
369557,2111,1842
13455,2110,1843
783,2110,1844
504,2110,1845
42297,2109,1846
10320,2107,1847
10950,2105,1848
446791,2104,1849
168530,2103,1850
9757,2100,1851
384680,2098,1852
4970,2098,1853
556803,2093,1854
346648,2092,1855
1262,2090,1856
372343,2089,1857
110420,2088,1858
412656,2087,1859
865,2086,1860
28355,2085,1861
273895,2084,1862
329833,2084,1863
5825,2083,1864
454992,2083,1865
10376,2082,1866
8051,2081,1867
294272,2080,1868
8848,2079,1869
86825,2078,1870
11011,2077,1871
660,2077,1872
475303,2074,1873
6038,2074,1874
9312,2073,1875
9567,2073,1876
38321,2070,1877
8536,2069,1878
339527,2067,1879
11978,2066,1880
97,2066,1881
2022,2064,1882
37821,2062,1883
4977,2060,1884
318121,2057,1885
422,2057,1886
37950,2054,1887
245,2054,1888
43947,2053,1889
6950,2052,1890
2135,2051,1891
6278,2050,1892
14001,2048,1893
483184,2045,1894
2133,2044,1895
77931,2043,1896
37707,2043,1897
9493,2042,1898
84199,2039,1899
8814,2037,1900
68727,2035,1901
12279,2034,1902
10313,2034,1903
79,2032,1904
8202,2032,1905
11439,2031,1906
72571,2031,1907
10139,2029,1908
58431,2029,1909
502416,2027,1910
12102,2026,1911
347375,2022,1912
9397,2022,1913
8872,2021,1914
473,2021,1915
22972,2019,1916
10065,2018,1917
483906,2016,1918
374416,2016,1919
399019,2016,1920
284,2016,1921
262,2015,1922
82525,2014,1923
89492,2010,1924
10867,2010,1925
104,2009,1926
463821,2009,1927
1646,2007,1928
55301,2006,1929
9488,2005,1930
152603,2005,1931
16614,2004,1932
43593,2003,1933
62838,2002,1934
13655,2002,1935
192102,1998,1936
137093,1995,1937
11770,1994,1938
426543,1991,1939
387,1991,1940
926,1991,1941
921,1990,1942
154400,1987,1943
523139,1986,1944
228066,1986,1945
1428,1985,1946
59860,1985,1947
37137,1985,1948
9513,1984,1949
470044,1983,1950
37169,1982,1951
4564,1979,1952
283445,1977,1953
2309,1976,1954
64689,1975,1955
8856,1975,1956
642,1972,1957
23488,1970,1958
303991,1969,1959
146198,1969,1960
229297,1968,1961
280217,1968,1962
319888,1967,1963
503,1966,1964
10708,1965,1965
568160,1964,1966
345938,1963,1967
667,1959,1968
8346,1959,1969
9388,1959,1970
14337,1958,1971
18947,1958,1972
901,1957,1973
548,1956,1974
399402,1955,1975
241251,1955,1976
49526,1952,1977
10024,1952,1978
49021,1949,1979
24803,1945,1980
11551,1944,1981
294963,1944,1982
38810,1943,1983
34016,1942,1984
9595,1942,1985
527435,1940,1986
8913,1939,1987
837,1939,1988
795,1939,1989
77866,1938,1990
71880,1938,1991
85446,1937,1992
460668,1936,1993
623,1936,1994
409,1934,1995
688,1933,1996
147,1931,1997
967,1931,1998
10603,1930,1999
797,1928,2000
1900,1928,2001
48171,1925,2002
15144,1925,2003
431530,1923,2004
11474,1922,2005
10314,1921,2006
10147,1917,2007
832,1913,2008
599975,1912,2009
310593,1911,2010
1523,1909,2011
18126,1907,2012
14164,1906,2013
11806,1905,2014
1360,1904,2015
222936,1904,2016
9913,1904,2017
384682,1904,2018
13051,1904,2019
6282,1903,2020
184346,1902,2021
48231,1901,2022
8292,1900,2023
23082,1900,2024
4032,1897,2025
25195,1897,2026
59678,1895,2027
339967,1894,2028
12573,1893,2029
2642,1893,2030
12184,1892,2031
16866,1891,2032
81836,1891,2033
397422,1891,2034
216282,1891,2035
9378,1887,2036
21032,1887,2037
201088,1885,2038
88005,1884,2039
287903,1882,2040
458594,1882,2041
64685,1882,2042
11397,1880,2043
203,1879,2044
681,1878,2045
331313,1878,2046
7461,1878,2047
6415,1877,2048
431580,1877,2049
11282,1876,2050
1398,1876,2051
11969,1876,2052
15370,1875,2053
10098,1874,2054
14411,1874,2055
1535,1873,2056
13680,1873,2057
9631,1868,2058
8005,1868,2059
204922,1866,2060
820,1866,2061
923,1865,2062
4836,1863,2063
29427,1862,2064
13700,1862,2065
9641,1862,2066
378,1861,2067
8461,1860,2068
41402,1860,2069
29917,1860,2070
507076,1859,2071
437557,1859,2072
826,1858,2073
9381,1858,2074
1251,1858,2075
10925,1857,2076
802,1856,2077
371645,1854,2078
10590,1851,2079
14069,1850,2080
23023,1849,2081
11615,1849,2082
10673,1848,2083
10756,1847,2084
9571,1847,2085
864,1847,2086
339692,1845,2087
8452,1844,2088
243683,1844,2089
10027,1844,2090
11852,1841,2091
439015,1839,2092
212716,1839,2093
7978,1837,2094
505192,1836,2095
375366,1835,2096
198375,1834,2097
245706,1834,2098
1691,1833,2099
11395,1832,2100
36593,1831,2101
804,1827,2102
1788,1827,2103
12180,1827,2104
26389,1826,2105
48988,1826,2106
253,1826,2107
8840,1823,2108
1844,1822,2109
682,1819,2110
19899,1817,2111
500682,1816,2112
794,1815,2113
87516,1815,2114
484468,1814,2115
10159,1813,2116
4806,1813,2117
318781,1813,2118
262551,1812,2119
19901,1812,2120
10664,1810,2121
45772,1809,2122
37233,1803,2123
11281,1803,2124
41233,1800,2125
5336,1800,2126
538362,1798,2127
458305,1797,2128
1547,1795,2129
335866,1795,2130
624,1793,2131
111969,1792,2132
2207,1792,2133
8224,1791,2134
58151,1790,2135
164457,1788,2136
12096,1787,2137
351211,1787,2138
475210,1785,2139
12620,1783,2140
243,1783,2141
1677,1780,2142
463684,1779,2143
707,1779,2144
535292,1778,2145
11460,1777,2146
625450,1776,2147
698,1775,2148
9276,1774,2149
440161,1774,2150
330483,1774,2151
390062,1772,2152
31867,1772,2153
10474,1770,2154
16995,1769,2155
650,1769,2156
691,1764,2157
2011,1763,2158
9285,1762,2159
10771,1762,2160
245703,1761,2161
10025,1761,2162
700,1761,2163
106747,1760,2164
100241,1759,2165
653,1759,2166
13971,1759,2167
241848,1757,2168
8769,1757,2169
11687,1755,2170
7303,1755,2171
847,1755,2172
433498,1754,2173
455,1753,2174
342473,1752,2175
533642,1751,2176
9421,1748,2177
9322,1747,2178
41283,1746,2179
11009,1742,2180
9759,1742,2181
41210,1741,2182
9778,1741,2183
10110,1740,2184
286554,1740,2185
82990,1739,2186
19585,1738,2187
37797,1738,2188
326359,1737,2189
154,1737,2190
280996,1737,2191
273477,1737,2192
37430,1736,2193
369192,1736,2194
109689,1736,2195
5994,1736,2196
11357,1732,2197
87428,1731,2198
73861,1730,2199
1807,1730,2200
709,1728,2201
1923,1728,2202
17610,1726,2203
239563,1725,2204
15373,1723,2205
250219,1722,2206
48415,1722,2207
370755,1722,2208
1946,1721,2209
5924,1720,2210
9040,1720,2211
301804,1719,2212
4141,1719,2213
9671,1719,2214
251516,1719,2215
337674,1717,2216
109091,1717,2217
1725,1716,2218
317442,1714,2219
9618,1710,2220
579,1710,2221
10040,1709,2222
99,1708,2223
8859,1707,2224
460885,1706,2225
139038,1706,2226
303857,1706,2227
47931,1706,2228
35019,1705,2229
9564,1705,2230
407451,1704,2231
16523,1703,2232
81796,1703,2233
76494,1702,2234
2043,1702,2235
2609,1700,2236
14442,1699,2237
420634,1698,2238
9535,1698,2239
1636,1697,2240
11679,1696,2241
241257,1696,2242
4824,1695,2243
11932,1695,2244
47327,1694,2245
9619,1693,2246
13515,1691,2247
9461,1689,2248
3989,1689,2249
2069,1685,2250
264999,1685,2251
668,1681,2252
9946,1681,2253
82505,1681,2254
9255,1679,2255
1634,1678,2256
439,1678,2257
9100,1678,2258
382322,1677,2259
9341,1677,2260
457136,1675,2261
10214,1675,2262
521777,1675,2263
11452,1674,2264
10045,1674,2265
283350,1674,2266
9319,1673,2267
8193,1673,2268
401,1672,2269
34813,1670,2270
5689,1670,2271
5549,1668,2272
3683,1667,2273
839,1666,2274
1092,1666,2275
23202,1666,2276
699,1665,2277
145135,1665,2278
3595,1664,2279
402897,1664,2280
429415,1662,2281
15157,1662,2282
1911,1657,2283
9678,1656,2284
11072,1656,2285
203739,1656,2286
529216,1655,2287
10014,1655,2288
6279,1655,2289
44363,1655,2290
2655,1655,2291
109410,1655,2292
38778,1651,2293
318917,1650,2294
9620,1650,2295
519010,1650,2296
9268,1649,2297
860,1647,2298
10663,1645,2299
9326,1643,2300
11918,1643,2301
1648,1643,2302
11635,1640,2303
416234,1638,2304
11690,1637,2305
329440,1637,2306
381719,1636,2307
412105,1636,2308
10647,1635,2309
9008,1634,2310
1051,1630,2311
244458,1629,2312
376290,1628,2313
22825,1625,2314
147773,1625,2315
9896,1625,2316
39013,1624,2317
269,1623,2318
891,1623,2319
6615,1621,2320
11186,1621,2321
2112,1621,2322
265208,1621,2323
10234,1620,2324
140420,1620,2325
9955,1620,2326
213681,1619,2327
16,1618,2328
32823,1617,2329
19265,1617,2330
242828,1617,2331
10982,1615,2332
326,1614,2333
13600,1613,2334
129670,1612,2335
34647,1612,2336
996,1612,2337
6171,1607,2338
226857,1607,2339
2289,1606,2340
10781,1605,2341
11362,1605,2342
71688,1604,2343
77953,1602,2344
1850,1601,2345
302156,1600,2346
82,1599,2347
3509,1599,2348
283587,1598,2349
18405,1595,2350
13813,1594,2351
10634,1594,2352
966,1594,2353
425972,1593,2354
15789,1592,2355
50839,1591,2356
9576,1590,2357
306,1590,2358
199,1590,2359
10559,1588,2360
441701,1587,2361
395458,1586,2362
7984,1585,2363
9036,1583,2364
2332,1583,2365
291270,1581,2366
64720,1581,2367
13836,1580,2368
775,1580,2369
15152,1580,2370
1647,1580,2371
708,1580,2372
1498,1578,2373
11003,1577,2374
12783,1577,2375
26505,1575,2376
499701,1574,2377
10431,1573,2378
223,1573,2379
271969,1573,2380
22824,1571,2381
62206,1571,2382
8963,1571,2383
28211,1570,2384
486131,1570,2385
13510,1569,2386
2064,1569,2387
2196,1568,2388
3432,1568,2389
9874,1568,2390
60243,1568,2391
219,1567,2392
233063,1566,2393
467938,1566,2394
11820,1565,2395
365222,1564,2396
925,1563,2397
9530,1563,2398
85889,1562,2399
7270,1561,2400
445629,1561,2401
152,1561,2402
323675,1560,2403
10072,1560,2404
35554,1560,2405
18480,1558,2406
8489,1558,2407
68817,1557,2408
1588,1556,2409
7288,1556,2410
136418,1555,2411
4614,1554,2412
296100,1554,2413
9769,1554,2414
10220,1554,2415
170687,1553,2416
4566,1552,2417
16538,1552,2418
10808,1551,2419
617,1551,2420
324670,1549,2421
9072,1547,2422
454293,1546,2423
12106,1546,2424
873,1546,2425
14359,1545,2426
9357,1545,2427
9531,1545,2428
11327,1544,2429
655,1544,2430
11172,1544,2431
314405,1544,2432
486947,1543,2433
2018,1543,2434
1729,1542,2435
181283,1541,2436
151960,1541,2437
83389,1541,2438
242095,1540,2439
325789,1540,2440
2604,1539,2441
10761,1538,2442
238215,1537,2443
7278,1535,2444
1852,1533,2445
112198,1533,2446
517814,1530,2447
590,1529,2448
407448,1527,2449
245168,1527,2450
2657,1526,2451
11104,1524,2452
4584,1522,2453
37786,1522,2454
491480,1520,2455
4379,1520,2456
10774,1520,2457
25793,1520,2458
262543,1519,2459
283378,1519,2460
15196,1519,2461
399106,1518,2462
6877,1518,2463
338189,1518,2464
290,1517,2465
258509,1516,2466
10588,1516,2467
38317,1516,2468
298382,1516,2469
24253,1515,2470
4421,1515,2471
9372,1515,2472
9718,1514,2473
44603,1512,2474
2640,1512,2475
8952,1512,2476
10735,1510,2477
268920,1509,2478
453201,1509,2479
171372,1509,2480
1825,1507,2481
417320,1507,2482
9349,1507,2483
454640,1505,2484
330764,1505,2485
592,1505,2486
205220,1504,2487
293670,1504,2488
845,1503,2489
10992,1503,2490
512,1501,2491
42684,1501,2492
300673,1500,2493
9994,1500,2494
9563,1499,2495
108,1498,2496
963,1497,2497
76617,1496,2498
287424,1496,2499
746,1495,2500
103332,1493,2501
11017,1491,2502
55420,1491,2503
152747,1491,2504
1639,1491,2505
252838,1490,2506
7516,1490,2507
1883,1489,2508
334524,1489,2509
80389,1489,2510
9038,1486,2511
2026,1485,2512
379,1484,2513
86837,1483,2514
511785,1483,2515
77883,1482,2516
9559,1482,2517
11371,1480,2518
614,1480,2519
1407,1475,2520
4349,1474,2521
10033,1474,2522
294016,1474,2523
9427,1473,2524
11675,1473,2525
221,1473,2526
9675,1471,2527
227973,1471,2528
65759,1471,2529
1632,1470,2530
9281,1469,2531
9833,1469,2532
11565,1467,2533
11023,1467,2534
43641,1467,2535
2654,1465,2536
10679,1465,2537
5516,1463,2538
93856,1463,2539
11351,1463,2540
10153,1463,2541
763,1460,2542
8689,1460,2543
48034,1460,2544
9550,1459,2545
9348,1459,2546
9725,1458,2547
11336,1458,2548
483,1456,2549
61012,1455,2550
11081,1455,2551
60747,1454,2552
208134,1454,2553
2291,1452,2554
44244,1451,2555
846,1451,2556
11096,1450,2557
512895,1450,2558
9869,1450,2559
11013,1450,2560
6964,1449,2561
10775,1447,2562
2662,1446,2563
284303,1445,2564
9788,1444,2565
9359,1444,2566
256961,1444,2567
12233,1443,2568
475,1443,2569
323677,1442,2570
9722,1441,2571
34653,1440,2572
9920,1440,2573
33217,1439,2574
396806,1439,2575
9665,1437,2576
10495,1436,2577
333352,1436,2578
46146,1436,2579
9012,1435,2580
53319,1435,2581
254473,1434,2582
64328,1434,2583
11249,1434,2584
10778,1433,2585
107811,1432,2586
2179,1432,2587
593,1431,2588
962,1430,2589
55931,1429,2590
9529,1429,2591
10327,1429,2592
437586,1428,2593
9353,1427,2594
11683,1427,2595
42949,1427,2596
11808,1426,2597
10796,1426,2598
403,1425,2599
309886,1422,2600
303,1421,2601
10669,1421,2602
406761,1421,2603
87825,1420,2604
454227,1419,2605
121986,1419,2606
452832,1419,2607
9760,1419,2608
417870,1418,2609
43933,1418,2610
9963,1417,2611
12201,1416,2612
922,1416,2613
289222,1414,2614
446894,1413,2615
9768,1412,2616
11660,1412,2617
395991,1411,2618
8843,1410,2619
401246,1409,2620
467660,1407,2621
505058,1407,2622
491584,1407,2623
9691,1406,2624
7459,1406,2625
654,1405,2626
2294,1405,2627
1430,1404,2628
112336,1403,2629
49009,1402,2630
8838,1401,2631
527261,1401,2632
6844,1400,2633
11228,1400,2634
2142,1399,2635
389053,1399,2636
11187,1397,2637
45132,1397,2638
14191,1396,2639
10715,1396,2640
14462,1395,2641
399121,1393,2642
424781,1393,2643
33909,1392,2644
126963,1392,2645
9944,1391,2646
284427,1391,2647
3112,1390,2648
23742,1389,2649
11529,1389,2650
705,1388,2651
16577,1388,2652
1551,1387,2653
8469,1385,2654
489925,1385,2655
3035,1385,2656
9386,1385,2657
308639,1383,2658
21575,1383,2659
60670,1382,2660
11153,1381,2661
8845,1380,2662
315664,1379,2663
586863,1379,2664
18491,1379,2665
152737,1378,2666
9035,1378,2667
2334,1377,2668
11968,1377,2669
287948,1377,2670
395993,1377,2671
416144,1375,2672
146239,1375,2673
10157,1375,2674
84348,1374,2675
234,1373,2676
521935,1372,2677
14254,1372,2678
22832,1372,2679
483104,1371,2680
10030,1371,2681
2251,1371,2682
14199,1370,2683
11355,1370,2684
10779,1370,2685
10357,1370,2686
440298,1370,2687
6280,1369,2688
10377,1368,2689
377264,1367,2690
9726,1367,2691
39781,1366,2692
225728,1366,2693
4858,1366,2694
6312,1366,2695
11358,1366,2696
38357,1366,2697
254904,1364,2698
8676,1364,2699
9437,1363,2700
4643,1362,2701
98357,1362,2702
10010,1361,2703
316152,1361,2704
11645,1361,2705
38684,1361,2706
404,1360,2707
9667,1359,2708
15165,1359,2709
381,1358,2710
442062,1358,2711
460793,1358,2712
522518,1357,2713
491472,1355,2714
11775,1355,2715
315465,1354,2716
72784,1354,2717
11075,1354,2718
9208,1354,2719
9610,1352,2720
432068,1351,2721
3600,1351,2722
8836,1350,2723
713,1350,2724
635,1349,2725
12104,1349,2726
790,1349,2727
2114,1349,2728
247,1347,2729
11001,1346,2730
102362,1345,2731
1391,1344,2732
50698,1343,2733
7972,1342,2734
1985,1342,2735
199373,1341,2736
406994,1341,2737
12139,1341,2738
187596,1339,2739
4474,1338,2740
7364,1337,2741
71469,1337,2742
80280,1336,2743
9647,1336,2744
9331,1336,2745
188166,1335,2746
13335,1334,2747
9454,1333,2748
228194,1333,2749
227348,1332,2750
1266,1332,2751
168,1332,2752
244,1331,2753
504253,1330,2754
6435,1330,2755
2605,1329,2756
20533,1329,2757
400579,1329,2758
9793,1328,2759
87826,1328,2760
21407,1326,2761
137116,1326,2762
6538,1326,2763
11667,1326,2764
472734,1326,2765
26736,1325,2766
6068,1325,2767
399366,1325,2768
124459,1324,2769
502292,1324,2770
341006,1322,2771
2119,1321,2772
179,1320,2773
8007,1317,2774
8834,1315,2775
10294,1315,2776
150,1315,2777
115290,1314,2778
20126,1314,2779
9441,1313,2780
487297,1312,2781
9604,1311,2782
2323,1311,2783
243940,1311,2784
84332,1310,2785
535,1310,2786
347201,1310,2787
34806,1310,2788
1694,1310,2789
175,1310,2790
504562,1309,2791
440471,1309,2792
86828,1308,2793
11260,1307,2794
51052,1307,2795
7520,1306,2796
241239,1305,2797
424121,1304,2798
522924,1304,2799
10047,1304,2800
7985,1301,2801
1777,1301,2802
6073,1301,2803
30018,1301,2804
10998,1300,2805
398,1300,2806
353326,1300,2807
144336,1299,2808
26428,1299,2809
301875,1298,2810
347969,1298,2811
429203,1297,2812
266294,1295,2813
25769,1295,2814
437,1294,2815
304357,1294,2816
9293,1294,2817
77949,1292,2818
340027,1292,2819
1480,1291,2820
10061,1291,2821
485774,1290,2822
110416,1290,2823
13179,1290,2824
7305,1290,2825
10776,1290,2826
404378,1289,2827
36670,1288,2828
2067,1288,2829
472451,1288,2830
483202,1288,2831
201,1287,2832
20760,1287,2833
207933,1286,2834
171424,1286,2835
4960,1286,2836
9356,1284,2837
335578,1284,2838
454619,1284,2839
480105,1284,2840
13788,1283,2841
146301,1283,2842
184345,1283,2843
892,1283,2844
336804,1283,2845
22897,1282,2846
73567,1281,2847
487476,1281,2848
23759,1280,2849
17473,1280,2850
97365,1279,2851
283552,1279,2852
288,1278,2853
1696,1278,2854
451,1278,2855
32985,1277,2856
468224,1276,2857
4518,1276,2858
157370,1276,2859
9986,1275,2860
565310,1275,2861
10402,1274,2862
451945,1274,2863
838,1274,2864
524251,1273,2865
69668,1272,2866
10843,1272,2867
9906,1272,2868
11031,1272,2869
1548,1272,2870
4689,1271,2871
433249,1270,2872
4176,1268,2873
11416,1268,2874
10537,1268,2875
530382,1268,2876
2924,1267,2877
3635,1267,2878
10795,1267,2879
10400,1266,2880
137321,1266,2881
11878,1265,2882
24150,1265,2883
16290,1264,2884
374473,1264,2885
903,1264,2886
331836,1263,2887
7457,1263,2888
13483,1263,2889
9314,1262,2890
9697,1262,2891
174772,1260,2892
351819,1260,2893
11287,1260,2894
9884,1260,2895
9411,1259,2896
290751,1259,2897
112454,1258,2898
4478,1257,2899
323676,1256,2900
41211,1254,2901
6069,1253,2902
263109,1253,2903
606,1252,2904
2255,1252,2905
218778,1252,2906
250574,1251,2907
85038,1250,2908
284536,1250,2909
10481,1249,2910
12090,1249,2911
11644,1248,2912
9298,1248,2913
10222,1247,2914
11814,1247,2915
11618,1247,2916
4688,1246,2917
429189,1246,2918
70435,1246,2919
72207,1245,2920
11368,1244,2921
1819,1244,2922
3114,1243,2923
513576,1243,2924
246403,1243,2925
575452,1242,2926
702,1242,2927
33613,1242,2928
10131,1240,2929
333669,1240,2930
70436,1240,2931
374617,1240,2932
21861,1239,2933
5551,1237,2934
6488,1237,2935
2001,1237,2936
8326,1236,2937
574,1235,2938
231,1235,2939
4953,1234,2940
333385,1233,2941
1965,1233,2942
529962,1233,2943
188207,1233,2944
398175,1232,2945
11232,1232,2946
173185,1232,2947
10851,1232,2948
451480,1232,2949
64678,1231,2950
4808,1230,2951
27579,1230,2952
157849,1230,2953
74534,1229,2954
10676,1228,2955
72358,1228,2956
157,1227,2957
420648,1225,2958
687,1225,2959
11596,1225,2960
40205,1225,2961
110,1224,2962
9728,1222,2963
11846,1222,2964
9886,1222,2965
170522,1220,2966
13523,1220,2967
38319,1218,2968
10336,1218,2969
371608,1217,2970
446807,1217,2971
196867,1216,2972
382614,1216,2973
440597,1215,2974
259695,1215,2975
24684,1214,2976
37257,1214,2977
4978,1214,2978
293768,1214,2979
458737,1213,2980
463257,1213,2981
25237,1213,2982
359983,1212,2983
9779,1212,2984
300681,1212,2985
393559,1211,2986
434555,1211,2987
234200,1211,2988
11797,1210,2989
396461,1209,2990
9890,1209,2991
2619,1208,2992
8688,1208,2993
3116,1208,2994
75900,1208,2995
9589,1207,2996
177,1207,2997
59861,1206,2998
1642,1206,2999
239678,1205,3000
376134,1205,3001
1633,1203,3002
74997,1203,3003
471506,1203,3004
18162,1202,3005
308,1201,3006
345009,1200,3007
11470,1200,3008
226,1200,3009
9708,1199,3010
37933,1199,3011
5723,1199,3012
11873,1199,3013
10215,1198,3014
425591,1198,3015
353069,1197,3016
26022,1196,3017
10539,1196,3018
12107,1195,3019
23172,1195,3020
10158,1195,3021
10366,1194,3022
193,1194,3023
169813,1194,3024
9882,1194,3025
11212,1193,3026
179826,1193,3027
8976,1193,3028
9556,1193,3029
218043,1192,3030
9394,1192,3031
2295,1192,3032
227,1191,3033
1165,1191,3034
182560,1190,3035
9816,1190,3036
1921,1190,3037
281,1189,3038
9607,1189,3039
348893,1189,3040
433251,1188,3041
64807,1187,3042
417644,1187,3043
20829,1186,3044
18736,1186,3045
515042,1186,3046
293310,1186,3047
336882,1185,3048
2539,1184,3049
2103,1184,3050
505436,1183,3051
16307,1183,3052
356296,1183,3053
9504,1182,3054
49494,1182,3055
35552,1181,3056
513045,1181,3057
157354,1180,3058
99770,1180,3059
401847,1178,3060
368031,1177,3061
11547,1177,3062
9877,1177,3063
470229,1176,3064
300665,1176,3065
38303,1175,3066
9021,1174,3067
430424,1174,3068
13460,1174,3069
6951,1173,3070
8338,1173,3071
1245,1171,3072
64,1171,3073
324542,1171,3074
11284,1170,3075
8066,1170,3076
77459,1169,3077
80585,1169,3078
345922,1169,3079
40264,1169,3080
1653,1168,3081
51608,1167,3082
13855,1167,3083
2636,1166,3084
50647,1164,3085
7549,1164,3086
1090,1163,3087
70074,1163,3088
49948,1162,3089
586940,1162,3090
479,1162,3091
10226,1161,3092
11113,1161,3093
2362,1161,3094
146238,1160,3095
9730,1160,3096
413362,1159,3097
22907,1159,3098
16119,1158,3099
293970,1158,3100
626,1158,3101
10328,1156,3102
337703,1155,3103
10529,1155,3104
15015,1152,3105
5137,1152,3106
9346,1151,3107
10607,1151,3108
13812,1151,3109
555974,1150,3110
10398,1150,3111
292280,1149,3112
111083,1149,3113
17692,1148,3114
14784,1148,3115
16052,1148,3116
393345,1147,3117
476926,1147,3118
414425,1147,3119
12403,1146,3120
3638,1146,3121
9702,1145,3122
341012,1145,3123
7095,1145,3124
11975,1144,3125
437033,1144,3126
10428,1143,3127
256917,1143,3128
2110,1143,3129
174,1143,3130
411143,1143,3131
12100,1142,3132
49014,1142,3133
2284,1141,3134
75638,1141,3135
333381,1141,3136
84174,1140,3137
144,1140,3138
226486,1140,3139
38322,1138,3140
6283,1138,3141
10166,1137,3142
13477,1136,3143
463053,1136,3144
184314,1134,3145
53487,1134,3146
12101,1134,3147
4517,1134,3148
15097,1133,3149
11329,1133,3150
10957,1133,3151
14139,1133,3152
13389,1132,3153
35558,1132,3154
11090,1132,3155
417261,1128,3156
2614,1128,3157
2335,1127,3158
11442,1127,3159
340676,1126,3160
440472,1126,3161
427900,1125,3162
9447,1125,3163
1389,1125,3164
6620,1124,3165
12536,1124,3166
503616,1123,3167
2293,1123,3168
2100,1123,3169
11411,1122,3170
273271,1122,3171
50359,1121,3172
23514,1121,3173
331781,1120,3174
1685,1120,3175
11931,1119,3176
5550,1119,3177
9923,1119,3178
2157,1119,3179
474764,1119,3180
43959,1118,3181
9952,1118,3182
9932,1118,3183
8882,1117,3184
515248,1116,3185
71157,1116,3186
9587,1116,3187
70670,1116,3188
4380,1115,3189
13466,1114,3190
12225,1114,3191
43549,1114,3192
4959,1114,3193
327331,1113,3194
850,1113,3195
9945,1113,3196
13690,1112,3197
517909,1111,3198
320007,1111,3199
419831,1111,3200
9270,1111,3201
75258,1111,3202
1052,1110,3203
8869,1110,3204
37645,1109,3205
503619,1109,3206
37861,1108,3207
402529,1108,3208
438590,1108,3209
12182,1107,3210
13930,1106,3211
339984,1106,3212
10160,1105,3213
268531,1105,3214
332,1105,3215
13342,1105,3216
2755,1105,3217
1643,1104,3218
157834,1103,3219
10802,1102,3220
443463,1102,3221
527729,1100,3222
12118,1099,3223
10897,1098,3224
10028,1097,3225
13888,1096,3226
378018,1096,3227
71864,1096,3228
396398,1095,3229
491283,1095,3230
11259,1095,3231
257,1094,3232
9385,1094,3233
423899,1093,3234
429417,1093,3235
7211,1092,3236
11976,1092,3237
2977,1092,3238
1433,1091,3239
623195,1090,3240
2841,1090,3241
453755,1090,3242
11974,1090,3243
11152,1090,3244
8408,1090,3245
3536,1089,3246
11601,1088,3247
295151,1088,3248
6961,1088,3249
83686,1086,3250
200085,1086,3251
3078,1086,3252
961,1085,3253
514754,1084,3254
414190,1084,3255
200,1083,3256
1654,1082,3257
21778,1082,3258
410199,1081,3259
79548,1081,3260
620725,1081,3261
9972,1080,3262
67913,1080,3263
6520,1079,3264
17111,1077,3265
1649,1077,3266
87567,1077,3267
2023,1077,3268
