tmdbID,voteCount,selectID
9016,3798,1031
1885,3798,1032
134,3794,1033
72570,3794,1034
9820,3792,1035
87421,3788,1036
8273,3788,1037
10229,3787,1038
6947,3786,1039
188161,3784,1040
12429,3783,1041
9273,3781,1042
52520,3777,1043
116,3773,1044
1495,3772,1045
391,3769,1046
72710,3765,1047
1701,3763,1048
460019,3763,1049
146216,3748,1050
1371,3744,1051
4256,3744,1052
2270,3741,1053
205587,3741,1054
103663,3741,1055
186,3740,1056
351460,3738,1057
213,3735,1058
10515,3735,1059
34851,3734,1060
149,3727,1061
2789,3727,1062
76,3722,1063
834,3718,1064
8698,3712,1065
49524,3708,1066
136795,3707,1067
34584,3698,1068
426426,3697,1069
9342,3695,1070
228161,3693,1071
770,3691,1072
5175,3686,1073
442249,3686,1074
571,3685,1075
537996,3684,1076
4233,3678,1077
10196,3677,1078
36955,3672,1079
569547,3672,1080
4964,3670,1081
9358,3669,1082
869,3667,1083
639,3655,1084
1587,3639,1085
9297,3637,1086
90,3631,1087
9837,3630,1088
8920,3628,1089
10719,3626,1090
122081,3625,1091
515195,3623,1092
9982,3616,1093
8835,3615,1094
3981,3614,1095
406,3612,1096
345911,3611,1097
924,3608,1098
86838,3602,1099
277216,3600,1100
6145,3599,1101
340837,3589,1102
48138,3585,1103
417678,3583,1104
489999,3581,1105
7453,3581,1106
1493,3580,1107
36648,3573,1108
764,3570,1109
270487,3567,1110
198277,3563,1111
16859,3562,1112
71,3561,1113
75174,3559,1114
321258,3558,1115
703,3556,1116
7555,3556,1117
938,3555,1118
9078,3554,1119
2024,3554,1120
64686,3553,1121
9313,3553,1122
9495,3553,1123
4148,3551,1124
508965,3542,1125
929,3541,1126
13649,3540,1127
189,3539,1128
71676,3538,1129
276907,3537,1130
805,3536,1131
522938,3535,1132
710,3530,1133
301365,3522,1134
41513,3519,1135
72976,3517,1136
257445,3516,1137
9286,3513,1138
1369,3512,1139
9392,3507,1140
12153,3505,1141
2832,3502,1142
2123,3501,1143
9762,3498,1144
40807,3498,1145
9919,3496,1146
9798,3493,1147
11619,3488,1148
10330,3482,1149
10501,3477,1150
402,3475,1151
301337,3474,1152
10483,3473,1153
296099,3472,1154
10189,3470,1155
1924,3467,1156
613,3460,1157
20766,3460,1158
5038,3456,1159
7350,3456,1160
2898,3449,1161
14756,3444,1162
10661,3441,1163
258480,3439,1164
829,3436,1165
19994,3433,1166
3558,3433,1167
396371,3432,1168
1164,3427,1169
7340,3415,1170
346672,3413,1171
1948,3410,1172
77877,3407,1173
399057,3407,1174
11778,3406,1175
360920,3401,1176
1272,3399,1177
3082,3394,1178
1817,3392,1179
4771,3388,1180
2253,3384,1181
10184,3376,1182
16871,3372,1183
153518,3369,1184
23169,3367,1185
455207,3364,1186
343674,3358,1187
313297,3358,1188
866,3358,1189
116149,3356,1190
274854,3355,1191
401104,3354,1192
11423,3351,1193
663,3349,1194
193610,3344,1195
449563,3343,1196
9804,3342,1197
12163,3341,1198
1586,3339,1199
462919,3338,1200
12437,3337,1201
2277,3337,1202
22947,3332,1203
9739,3329,1204
152760,3324,1205
582,3319,1206
371638,3316,1207
11665,3315,1208
1690,3313,1209
4147,3313,1210
419479,3312,1211
11887,3304,1212
136799,3304,1213
20943,3302,1214
298250,3301,1215
37094,3300,1216
41446,3299,1217
2280,3299,1218
290098,3299,1219
37136,3297,1220
8810,3295,1221
87093,3294,1222
59961,3294,1223
9335,3283,1224
446021,3281,1225
853,3277,1226
65086,3272,1227
646,3270,1228
12244,3263,1229
658,3259,1230
347031,3259,1231
8271,3254,1232
8645,3252,1233
397837,3252,1234
5176,3247,1235
308531,3247,1236
246741,3241,1237
4538,3240,1238
419478,3237,1239
346,3230,1240
819,3230,1241
334,3229,1242
1213,3228,1243
44048,3222,1244
160588,3222,1245
399170,3221,1246
73723,3213,1247
300671,3211,1248
400617,3211,1249
232672,3211,1250
204082,3210,1251
172385,3207,1252
16320,3207,1253
62215,3207,1254
1089,3202,1255
36669,3197,1256
521029,3196,1257
35690,3195,1258
1640,3193,1259
7445,3193,1260
400535,3191,1261
1992,3190,1262
10591,3189,1263
9472,3187,1264
44943,3185,1265
881,3185,1266
2899,3184,1267
9481,3179,1268
81,3174,1269
423204,3172,1270
1246,3171,1271
277685,3169,1272
59962,3164,1273
10054,3161,1274
57212,3157,1275
1955,3157,1276
4234,3157,1277
109431,3156,1278
239,3153,1279
295964,3140,1280
9486,3140,1281
267935,3136,1282
10200,3133,1283
9870,3132,1284
11674,3130,1285
457799,3127,1286
543540,3125,1287
97370,3125,1288
6023,3124,1289
353616,3124,1290
280092,3123,1291
50456,3122,1292
458423,3120,1293
140823,3120,1294
456740,3119,1295
258230,3118,1296
512196,3118,1297
2288,3114,1298
261023,3113,1299
256274,3103,1300
11917,3102,1301
400650,3101,1302
241,3097,1303
13387,3097,1304
55779,3096,1305
72331,3093,1306
942,3092,1307
252,3091,1308
2164,3090,1309
94329,3089,1310
314,3087,1311
1598,3087,1312
429197,3086,1313
871,3086,1314
8487,3086,1315
816,3084,1316
278924,3083,1317
265195,3081,1318
3176,3080,1319
381289,3078,1320
80,3074,1321
9291,3072,1322
7735,3071,1323
392,3067,1324
76649,3062,1325
1592,3058,1326
1541,3050,1327
77950,3049,1328
259694,3048,1329
817,3040,1330
23631,3040,1331
58233,3039,1332
2486,3039,1333
914,3037,1334
12222,3033,1335
244267,3031,1336
74643,3030,1337
62764,3030,1338
39451,3030,1339
68,3026,1340
62214,3024,1341
1966,3024,1342
9475,3024,1343
37247,3023,1344
1620,3023,1345
11130,3020,1346
9323,3009,1347
9032,3007,1348
11247,3004,1349
212778,3004,1350
6795,3002,1351
2252,2999,1352
328425,2995,1353
384521,2993,1354
4257,2987,1355
40805,2987,1356
285783,2986,1357
15121,2986,1358
10312,2986,1359
3594,2979,1360
9489,2976,1361
49730,2975,1362
46705,2974,1363
157433,2966,1364
10948,2964,1365
796,2960,1366
274167,2960,1367
19912,2960,1368
793,2957,1369
9390,2957,1370
27582,2952,1371
8367,2949,1372
38408,2949,1373
77016,2947,1374
1669,2945,1375
50348,2938,1376
228205,2937,1377
393519,2935,1378
9362,2935,1379
1621,2929,1380
167073,2929,1381
504949,2922,1382
11621,2922,1383
100042,2922,1384
2005,2922,1385
19959,2920,1386
76025,2916,1387
180863,2916,1388
6557,2916,1389
146,2914,1390
664,2914,1391
59,2906,1392
238615,2904,1393
1375,2904,1394
263472,2904,1395
399361,2903,1396
5174,2903,1397
179144,2902,1398
169,2900,1399
109451,2898,1400
96936,2894,1401
32856,2889,1402
1443,2887,1403
18487,2881,1404
9334,2878,1405
109421,2878,1406
3034,2877,1407
284293,2876,1408
30497,2872,1409
455980,2869,1410
1370,2868,1411
4995,2866,1412
470,2865,1413
6075,2858,1414
511987,2858,1415
818,2857,1416
531309,2857,1417
9506,2857,1418
462,2855,1419
10521,2851,1420
12133,2850,1421
8967,2850,1422
872,2845,1423
10022,2845,1424
8619,2843,1425
382591,2841,1426
3050,2839,1427
82633,2832,1428
378236,2832,1429
766,2829,1430
9029,2828,1431
1934,2823,1432
68730,2822,1433
22804,2820,1434
119283,2816,1435
249070,2812,1436
9471,2811,1437
1103,2805,1438
11283,2802,1439
714,2798,1440
756,2795,1441
61979,2794,1442
8055,2791,1443
1904,2790,1444
412117,2790,1445
9476,2790,1446
9354,2789,1447
77930,2778,1448
9361,2771,1449
765,2769,1450
375588,2768,1451
9655,2767,1452
10066,2766,1453
12113,2765,1454
415842,2765,1455
9714,2764,1456
303858,2763,1457
458897,2762,1458
540901,2754,1459
95610,2744,1460
8656,2741,1461
59965,2740,1462
112205,2735,1463
7840,2730,1464
15472,2728,1465
158011,2725,1466
72113,2724,1467
132363,2723,1468
37056,2720,1469
59108,2720,1470
68722,2719,1471
10439,2719,1472
9792,2714,1473
622,2714,1474
8922,2713,1475
58224,2712,1476
157547,2711,1477
1738,2711,1478
192,2709,1479
109491,2708,1480
1970,2705,1481
157386,2705,1482
8741,2698,1483
9327,2697,1484
6978,2696,1485
2758,2696,1486
342470,2695,1487
490,2691,1488
8337,2691,1489
9992,2689,1490
657,2689,1491
947,2689,1492
23398,2688,1493
609,2686,1494
9889,2685,1495
433808,2685,1496
406563,2679,1497
13310,2679,1498
9772,2676,1499
619,2676,1500
491418,2676,1501
968,2675,1502
249397,2675,1503
957,2673,1504
137094,2666,1505
6537,2665,1506
41439,2664,1507
60935,2663,1508
149870,2662,1509
27573,2659,1510
1656,2659,1511
551332,2658,1512
9598,2657,1513
1542,2656,1514
43949,2654,1515
44040,2652,1516
364689,2652,1517
36643,2644,1518
43539,2644,1519
5966,2642,1520
10585,2640,1521
10202,2639,1522
38117,2639,1523
35056,2636,1524
11906,2634,1525
241554,2632,1526
169917,2632,1527
429351,2632,1528
314095,2631,1529
13027,2629,1530
943,2629,1531
69,2629,1532
1278,2628,1533
7214,2627,1534
205,2626,1535
438799,2623,1536
421,2621,1537
1268,2619,1538
11836,2618,1539
25,2618,1540
429200,2617,1541
445651,2617,1542
449443,2612,1543
2310,2609,1544
4258,2607,1545
261392,2607,1546
266647,2607,1547
309809,2605,1548
2756,2604,1549
841,2600,1550
8068,2600,1551
4488,2599,1552
11007,2597,1553
978,2594,1554
193893,2591,1555
26388,2591,1556
15092,2591,1557
979,2590,1558
440,2588,1559
1267,2588,1560
71859,2581,1561
431693,2581,1562
7220,2581,1563
36685,2575,1564
9801,2574,1565
768,2572,1566
403119,2570,1567
353070,2569,1568
975,2569,1569
103731,2566,1570
220289,2564,1571
7512,2563,1572
51739,2561,1573
398181,2559,1574
8054,2555,1575
76640,2553,1576
80271,2551,1577
65057,2550,1578
49520,2549,1579
4442,2546,1580
9355,2546,1581
8643,2543,1582
339397,2543,1583
116711,2538,1584
3175,2537,1585
265177,2534,1586
10734,2529,1587
420814,2529,1588
1381,2527,1589
7484,2526,1590
10999,2525,1591
5123,2523,1592
452507,2522,1593
1255,2520,1594
3597,2520,1595
257091,2520,1596
210860,2517,1597
8413,2516,1598
2666,2516,1599
225565,2512,1600
242512,2511,1601
4513,2511,1602
394117,2510,1603
9767,2509,1604
2044,2507,1605
9470,2504,1606
74465,2502,1607
11024,2498,1608
46838,2497,1609
23437,2485,1610
86829,2482,1611
9477,2479,1612
210479,2479,1613
52451,2476,1614
1887,2473,1615
20048,2472,1616
665,2465,1617
786,2459,1618
9473,2459,1619
10601,2459,1620
393457,2458,1621
5236,2458,1622
384677,2458,1623
9593,2457,1624
313922,2456,1625
319,2456,1626
429300,2448,1627
271718,2446,1628
459992,2446,1629
712,2446,1630
228326,2444,1631
9705,2444,1632
398173,2440,1633
533,2440,1634
5,2436,1635
801,2434,1636
19,2430,1637
8204,2429,1638
9902,2426,1639
239571,2426,1640
417384,2423,1641
308369,2415,1642
10637,2415,1643
49527,2411,1644
9336,2409,1645
484641,2408,1646
9373,2408,1647
9539,2407,1648
388399,2406,1649
8874,2405,1650
9614,2400,1651
55787,2397,1652
227719,2397,1653
399360,2395,1654
49517,2394,1655
364433,2394,1656
944,2390,1657
379149,2389,1658
1580,2389,1659
22894,2387,1660
505600,2386,1661
321741,2386,1662
9315,2383,1663
37958,2382,1664
14564,2375,1665
1574,2375,1666
306947,2375,1667
62835,2370,1668
407436,2367,1669
395990,2366,1670
595,2363,1671
13207,2361,1672
612,2359,1673
17609,2358,1674
438650,2358,1675
68737,2358,1676
9374,2356,1677
12144,2352,1678
2976,2352,1679
9279,2352,1680
8009,2348,1681
2652,2348,1682
109443,2347,1683
192141,2346,1684
419680,2346,1685
505948,2345,1686
316023,2345,1687
638,2343,1688
58244,2343,1689
521,2339,1690
9277,2338,1691
55,2335,1692
843,2334,1693
46738,2334,1694
77174,2329,1695
449562,2326,1696
4476,2325,1697
